request_id,requested_datetime,updated_datetime,status_description,agency_responsible,service_type,service_subtype,address,street,supervisor_district,neighborhood,police_district,latitude,longitude,source
17598683,2023-11-28T00:47:57.000,2023-11-28T00:48:14.000,Open,RPD NSA Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Intersection of LYON ST and OAK ST,LYON ST,5.0,Buena Vista,PARK,37.772729138332,-122.442567344432,Mobile/Open311
17598682,2023-11-28T00:47:38.000,2023-11-28T05:45:33.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"4404 CALIFORNIA ST, SAN FRANCISCO, CA, 94118",CALIFORNIA ST,1.0,Presidio Terrace,RICHMOND,37.785044343659,-122.46481385095,Mobile/Open311
17598681,2023-11-28T00:47:00.000,2023-11-28T00:50:37.000,Open,DPW - Bureau of Street Use and Mapping - G,General Request - PUBLIC WORKS,request_for_service,"2395 FRANCISCO ST, SAN FRANCISCO, CA, 94123",FRANCISCO ST,2.0,Marina,NORTHERN,37.800687662541,-122.444517726184,Mobile/Open311
17598680,2023-11-28T00:45:41.000,2023-11-28T05:45:28.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"600 THE EMBARCADERO, SAN FRANCISCO, CA, 94127",THE EMBARCADERO,3.0,Northern Waterfront,CENTRAL,37.800975814497,-122.398971822227,Mobile/Open311
17598678,2023-11-28T00:42:09.000,2023-11-28T05:45:23.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1195 MCALLISTER ST, SAN FRANCISCO, CA, 94117",MCALLISTER ST,5.0,Western Addition,NORTHERN,37.778447683788,-122.431639284012,Mobile/Open311
17598677,2023-11-28T00:39:12.000,2023-11-28T05:45:15.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"3650 BALBOA ST, SAN FRANCISCO, CA, 94121",BALBOA ST,1.0,Outer Richmond,RICHMOND,37.775761728985,-122.498277189251,Mobile/Open311
17598675,2023-11-28T00:37:39.000,2023-11-28T05:43:35.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,Intersection of KEARNY ST and WASHINGTON ST,KEARNY ST,3.0,Chinatown,CENTRAL,37.79529877927,-122.404969623113,Mobile/Open311
17598674,2023-11-28T00:36:00.000,2023-11-28T00:40:32.000,Open,DPW - Bureau of Street Use and Mapping - G,General Request - PUBLIC WORKS,request_for_service,"1852 JEFFERSON ST, SAN FRANCISCO, CA, 94123",JEFFERSON ST,2.0,Marina,NORTHERN,37.804795734537,-122.443023591471,Mobile/Open311
17598673,2023-11-28T00:34:52.000,2023-11-28T05:43:28.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1000 ELLIS ST, SAN FRANCISCO, CA, 94109",ELLIS ST,2.0,Cathedral Hill,NORTHERN,37.783668002715,-122.422842839921,Mobile/Open311
17598672,2023-11-28T00:34:50.000,2023-11-28T05:43:21.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"694 28TH AVE, SAN FRANCISCO, CA, 94121",28TH AVE,1.0,Outer Richmond,RICHMOND,37.776251471358,-122.487515556122,Mobile/Open311
17598671,2023-11-28T00:33:43.000,2023-11-28T05:43:13.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"2396 WEBSTER ST, SAN FRANCISCO, CA, 94115",WEBSTER ST,2.0,Pacific Heights,NORTHERN,37.792607155635,-122.432744689398,Mobile/Open311
17598669,2023-11-28T00:28:05.000,2023-11-28T05:43:06.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,Intersection of MASON ST and PINE ST,MASON ST,3.0,Nob Hill,CENTRAL,37.790848054386,-122.410480012518,Mobile/Open311
17598668,2023-11-28T00:27:19.000,2023-11-28T00:28:15.000,Open,DPH - Environmental Health - Noise Queue,Noise Report,mechanical_equipment,"1807 GEARY BLVD, SAN FRANCISCO, CA, 94115",GEARY BLVD,5.0,Western Addition,NORTHERN,37.783845728666,-122.43309372875,Mobile/Open311
17598667,2023-11-28T00:27:05.000,2023-11-28T05:20:00.000,Open,PUC - Water - G,General Request - PUC,request_for_service,"26 WANDA ST, SAN FRANCISCO, CA, 94112",WANDA ST,11.0,Cayuga,INGLESIDE,0.0,0.0,Web
17598666,2023-11-28T00:25:00.000,2023-11-28T00:30:39.000,Open,DPW - Bureau of Street Use and Mapping - G,General Request - PUBLIC WORKS,request_for_service,Intersection of WEBSTER ST and NORTH POINT ST,WEBSTER ST,2.0,Marina,NORTHERN,37.803766566393,-122.435253758974,Mobile/Open311
17598662,2023-11-28T00:22:23.000,2023-11-28T05:42:57.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1995 UNION ST, SAN FRANCISCO, CA, 94123",UNION ST,2.0,Union Street,NORTHERN,37.79746213,-122.4320396,Mobile/Open311
17598661,2023-11-28T00:21:46.000,2023-11-28T05:42:52.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"3800 FOLSOM ST, SAN FRANCISCO, CA, 94110",FOLSOM ST,9.0,Bernal Heights,INGLESIDE,37.738915444532,-122.413479453536,Mobile/Open311
17598659,2023-11-28T00:18:00.000,2023-11-28T00:20:35.000,Open,DPW - Bureau of Street Use and Mapping - G,General Request - PUBLIC WORKS,request_for_service,Intersection of CAPRA WAY and MALLORCA WAY,CAPRA WAY,2.0,Marina,NORTHERN,37.802940143089,-122.438641052445,Mobile/Open311
17598658,2023-11-28T00:18:02.000,2023-11-28T05:42:33.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"2494 SUTTER ST, SAN FRANCISCO, CA, 94115",SUTTER ST,2.0,Lower Pacific Heights,RICHMOND,37.785137317605,-122.441278472656,Mobile/Open311
17598657,2023-11-28T00:17:00.000,2023-11-28T00:20:32.000,Open,DPW - Bureau of Street Use and Mapping - G,General Request - PUBLIC WORKS,request_for_service,Intersection of CAPRA WAY and MALLORCA WAY,CAPRA WAY,2.0,Marina,NORTHERN,37.802862944842,-122.438645762405,Mobile/Open311
17598653,2023-11-28T00:08:13.000,2023-11-28T00:09:15.000,Open,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,"920 HARRISON ST, SAN FRANCISCO, CA, 94107",HARRISON ST,6.0,South of Market,SOUTHERN,37.778710908735,-122.402454838157,Mobile/Open311
17598652,2023-11-28T00:05:14.000,2023-11-28T05:42:26.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"6900 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Outer Richmond,RICHMOND,37.779860082118,-122.493576016391,Mobile/Open311
17598647,2023-11-27T23:54:11.000,2023-11-28T05:42:21.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"501 BRYANT ST, SAN FRANCISCO, CA, 94107",BRYANT ST,6.0,South of Market,SOUTHERN,37.781297022229,-122.395658312365,Mobile/Open311
17598646,2023-11-27T23:52:29.000,2023-11-28T05:42:14.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"130 BATTERY ST, SAN FRANCISCO, CA, 94111",BATTERY ST,3.0,Financial District,CENTRAL,37.792686768718,-122.399763241416,Mobile/Open311
17598645,2023-11-27T23:51:47.000,2023-11-28T05:42:08.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"703 OAK ST, SAN FRANCISCO, CA, 94117",OAK ST,5.0,Lower Haight,NORTHERN,37.773831393057,-122.430909186908,Mobile/Open311
17598643,2023-11-27T23:46:00.000,2023-11-28T00:25:06.000,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,"555 HYDE ST, SAN FRANCISCO, CA, 94109",HYDE ST,5.0,Tenderloin,TENDERLOIN,37.786186294126,-122.416537800332,Mobile/Open311
17598640,2023-11-27T23:33:44.000,2023-11-28T05:42:01.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"228 DRUMM ST, SAN FRANCISCO, CA, 94111",DRUMM ST,3.0,Financial District,CENTRAL,37.795731810362,-122.396628060151,Mobile/Open311
17598624,2023-11-27T23:19:26.000,2023-11-28T05:41:55.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1747 CHURCH ST, SAN FRANCISCO, CA, 94131",CHURCH ST,8.0,Noe Valley,INGLESIDE,37.743067638937,-122.426516699636,Mobile/Open311
17598602,2023-11-27T22:49:53.000,2023-11-28T05:41:49.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1059 LEAVENWORTH ST, SAN FRANCISCO, CA, 94109",LEAVENWORTH ST,3.0,Nob Hill,CENTRAL,37.791050073498,-122.415814500453,Mobile/Open311
17598597,2023-11-27T22:44:52.000,2023-11-28T05:40:29.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1490 POLK ST, SAN FRANCISCO, CA, 94109",POLK ST,3.0,Polk Gulch,NORTHERN,37.790458226211,-122.420583550915,Mobile/Open311
17598585,2023-11-27T22:33:24.000,2023-11-28T05:40:21.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"895 HAYES ST, SAN FRANCISCO, CA, 94117",HAYES ST,5.0,Hayes Valley,NORTHERN,37.775806761995,-122.430962864505,Mobile/Open311
17598584,2023-11-27T22:30:00.000,2023-11-28T03:55:11.000,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Medical Waste,Not associated with a specific address,,,,,0.0,0.0,Phone
17598558,2023-11-27T22:07:29.000,2023-11-28T05:40:09.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"3255 BALBOA ST, SAN FRANCISCO, CA, 94121",BALBOA ST,1.0,Outer Richmond,RICHMOND,37.775802092269,-122.49398003023,Mobile/Open311
17598536,2023-11-27T21:44:00.000,2023-11-28T03:55:09.000,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Medical Waste,Intersection of IGNACIO AVE and JAMESTOWN AVE,IGNACIO AVE,10.0,Candlestick Point SRA,BAYVIEW,37.714397992818,-122.388662641687,Mobile/Open311
17598530,2023-11-27T21:36:39.000,2023-11-28T05:40:00.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1011 BATTERY ST, SAN FRANCISCO, CA, 94111",BATTERY ST,3.0,Northern Waterfront,CENTRAL,37.800598888949,-122.401567097345,Mobile/Open311
17598527,2023-11-27T21:32:47.000,2023-11-28T05:49:36.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"800 ULLOA ST, SAN FRANCISCO, CA, 94127",ULLOA ST,7.0,West Portal,TARAVAL,37.74082313378,-122.465111450963,Mobile/Open311
17598508,2023-11-27T21:20:12.000,2023-11-28T05:39:48.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"150 FOLSOM ST, SAN FRANCISCO, CA, 94105",FOLSOM ST,6.0,Financial District,SOUTHERN,37.789753154614,-122.391244011983,Mobile/Open311
17598492,2023-11-27T21:12:45.000,2023-11-28T05:39:42.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1001 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,5.0,Cathedral Hill,NORTHERN,37.782376266276,-122.424352453327,Mobile/Open311
17598490,2023-11-27T21:11:00.000,2023-11-28T05:49:00.000,Open,311 Service Request Queue,311 External Request,Other,"1495 YOSEMITE AVE, SAN FRANCISCO, CA, 94124",YOSEMITE AVE,10.0,Bayview,BAYVIEW,0.0,0.0,Phone
17598476,2023-11-27T21:03:17.000,2023-11-28T05:39:32.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"288 WEST PORTAL AVE, SAN FRANCISCO, CA, 94127",WEST PORTAL AVE,7.0,West Portal,TARAVAL,37.738190739481,-122.469062860962,Mobile/Open311
17598469,2023-11-27T21:00:00.000,2023-11-28T05:29:52.000,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,"124 LILY ST, SAN FRANCISCO, CA, 94102",LILY ST,5.0,Lower Haight,NORTHERN,37.774564751528,-122.422763576479,Mobile/Open311
17598450,2023-11-27T20:47:01.000,2023-11-28T05:39:25.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"193 KING ST, SAN FRANCISCO, CA, 94107",KING ST,6.0,South Beach,SOUTHERN,37.777976758996,-122.391450687801,Mobile/Open311
17598449,2023-11-27T20:45:54.000,2023-11-28T05:39:20.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1407 MARKET ST, SAN FRANCISCO, CA, 94103",MARKET ST,6.0,South of Market,TENDERLOIN,37.776298108546,-122.417487111057,Mobile/Open311
17598445,2023-11-27T20:40:06.000,2023-11-28T05:39:14.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"35 OFARRELL ST, SAN FRANCISCO, CA, 94108",OFARRELL ST,3.0,Downtown / Union Square,CENTRAL,37.78674659741,-122.405024646009,Mobile/Open311
17598431,2023-11-27T20:35:24.000,2023-11-28T05:39:07.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"400 RHODE ISLAND ST, SAN FRANCISCO, CA, 94107",RHODE ISLAND ST,10.0,Potrero Hill,SOUTHERN,37.764561657785,-122.402648851402,Mobile/Open311
17598419,2023-11-27T20:30:51.000,2023-11-28T05:38:59.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"174 4TH AVE, SAN FRANCISCO, CA, 94118",4TH AVE,1.0,Presidio Terrace,RICHMOND,37.785378559528,-122.462304225306,Mobile/Open311
17598417,2023-11-27T20:29:04.000,2023-11-28T05:38:52.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"2103 UNION ST, SAN FRANCISCO, CA, 94123",UNION ST,2.0,Union Street,NORTHERN,37.797208633788,-122.434042040373,Mobile/Open311
17598402,2023-11-27T20:24:06.000,2023-11-28T05:38:45.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"311 BALBOA ST, SAN FRANCISCO, CA, 94118",BALBOA ST,1.0,Inner Richmond,RICHMOND,37.777251735956,-122.462108941269,Mobile/Open311
17598400,2023-11-27T20:23:00.000,2023-11-28T05:39:55.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,Intersection of 24TH ST and SANCHEZ ST,24TH ST,8.0,Noe Valley,MISSION,37.751564,-122.429665,Web
17598391,2023-11-27T20:15:50.000,2023-11-28T00:30:46.000,Closed,Noise Report Queue,Noise Report,other_excessive_noise,"6620 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Outer Richmond,RICHMOND,0.0,0.0,Web
17598387,2023-11-27T20:13:30.000,2023-11-28T05:37:46.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"3058 POLK ST, SAN FRANCISCO, CA, 94109",POLK ST,2.0,Aquatic Park / Ft. Mason,CENTRAL,37.805028967595,-122.423704052458,Mobile/Open311
17598380,2023-11-27T20:08:34.000,2023-11-28T05:37:38.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"388 32ND AVE, SAN FRANCISCO, CA, 94121",32ND AVE,1.0,Outer Richmond,RICHMOND,37.781876273962,-122.492314019297,Mobile/Open311
17598371,2023-11-27T20:05:27.000,2023-11-28T05:37:33.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1480 SUTTER ST, SAN FRANCISCO, CA, 94109",SUTTER ST,2.0,Cathedral Hill,NORTHERN,37.787210503871,-122.424779561182,Mobile/Open311
17598364,2023-11-27T20:01:43.000,2023-11-28T05:37:26.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"15 EXCELSIOR AVE, SAN FRANCISCO, CA, 94112",EXCELSIOR AVE,11.0,Excelsior,INGLESIDE,37.726314195531,-122.433500317963,Mobile/Open311
17598361,2023-11-27T19:57:45.000,2023-11-28T05:37:20.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"2303 JACKSON ST, SAN FRANCISCO, CA, 94115",JACKSON ST,2.0,Pacific Heights,NORTHERN,37.792588523016,-122.433126988,Mobile/Open311
17598353,2023-11-27T19:50:09.000,2023-11-28T05:37:06.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"20 2ND ST, SAN FRANCISCO, CA, 94105",2ND ST,6.0,Financial District,CENTRAL,37.788876400696,-122.401053756064,Mobile/Open311
17598336,2023-11-27T19:35:11.000,2023-11-28T05:36:59.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"4200 GEARY BLVD, SAN FRANCISCO, CA, 94118",GEARY BLVD,1.0,Inner Richmond,RICHMOND,37.7811332513,-122.464199541251,Mobile/Open311
17598333,2023-11-27T19:33:09.000,2023-11-28T05:36:54.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"675 HAYES ST, SAN FRANCISCO, CA, 94102",HAYES ST,5.0,Hayes Valley,NORTHERN,37.776237922159,-122.42759065714,Mobile/Open311
17598328,2023-11-27T19:30:53.000,2023-11-28T05:36:48.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"6115 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1.0,Outer Richmond,RICHMOND,37.779999,-122.4851239,Mobile/Open311
17598326,2023-11-27T19:29:00.000,2023-11-28T05:27:25.000,Open,SFMTA - Access/Mobility Services Received Queue,General Request - MTA,request_for_service,Intersection of FLOOD AVE and RIDGEWOOD AVE,FLOOD AVE,7.0,Westwood Park,INGLESIDE,0.0,0.0,Phone
17598304,2023-11-27T19:16:32.000,2023-11-28T05:36:40.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"192 BEALE ST, SAN FRANCISCO, CA, 94105",BEALE ST,6.0,South of Market,SOUTHERN,37.789958960601,-122.394510740409,Mobile/Open311
17598299,2023-11-27T19:13:34.000,2023-11-28T05:36:35.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"908 HAYES ST, SAN FRANCISCO, CA, 94117",HAYES ST,5.0,Alamo Square,NORTHERN,37.775872145319,-122.431443787728,Mobile/Open311
17598296,2023-11-27T19:13:24.000,2023-11-28T05:36:29.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"4455 GEARY BLVD, SAN FRANCISCO, CA, 94118",GEARY BLVD,1.0,Inner Richmond,RICHMOND,37.780733762685,-122.467175787505,Mobile/Open311
17598287,2023-11-27T19:08:14.000,2023-11-28T05:36:23.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1297 IRVING ST, SAN FRANCISCO, CA, 94122",IRVING ST,7.0,Inner Sunset,TARAVAL,37.763808872411,-122.4715291759,Mobile/Open311
17598253,2023-11-27T18:55:14.000,2023-11-28T05:36:18.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"91 WORCESTER AVE, SAN FRANCISCO, CA, 94132",WORCESTER AVE,7.0,Merced Heights,TARAVAL,37.711292,-122.4673015,Mobile/Open311
17598251,2023-11-27T18:53:58.000,2023-11-28T05:36:12.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"300 FELL ST, SAN FRANCISCO, CA, 94102",FELL ST,5.0,Hayes Valley,NORTHERN,37.7760965,-122.4228779,Mobile/Open311
17598248,2023-11-27T18:53:21.000,2023-11-28T05:36:04.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"2015 BALBOA ST, SAN FRANCISCO, CA, 94121",BALBOA ST,1.0,Outer Richmond,RICHMOND,37.776422338487,-122.48037510161,Mobile/Open311
17598235,2023-11-27T18:43:52.000,2023-11-28T05:35:53.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"392 17TH AVE, SAN FRANCISCO, CA, 94121",17TH AVE,1.0,Inner Richmond,RICHMOND,37.780646849459,-122.475945102165,Mobile/Open311
17598219,2023-11-27T18:38:10.000,2023-11-28T05:35:28.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"3215 GEARY BLVD, SAN FRANCISCO, CA, 94118",GEARY BLVD,2.0,Lone Mountain,RICHMOND,37.781545599026,-122.453399878109,Mobile/Open311
17598209,2023-11-27T18:33:27.000,2023-11-28T05:35:21.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"707 HAIGHT ST, SAN FRANCISCO, CA, 94117",HAIGHT ST,5.0,Lower Haight,NORTHERN,37.771608231787,-122.433968365863,Mobile/Open311
17598193,2023-11-27T18:27:00.000,2023-11-28T05:40:41.000,Open,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Intersection of EGBERT AVE and HAWES ST,EGBERT AVE,10.0,Bret Harte,BAYVIEW,0.0,0.0,Phone
17598104,2023-11-27T17:52:57.000,2023-11-28T00:30:46.000,Closed,Noise Report Queue,Noise Report,amplified_sound_electronics,"2030 3RD ST, SAN FRANCISCO, CA, 94107",3RD ST,10.0,Dogpatch,BAYVIEW,0.0,0.0,Web
17598046,2023-11-27T17:27:55.000,2023-11-28T05:35:14.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1511 HAIGHT ST, SAN FRANCISCO, CA, 94117",HAIGHT ST,5.0,Haight Ashbury,PARK,37.769922664762,-122.447088923313,Mobile/Open311
17598045,2023-11-27T17:27:48.000,2023-11-28T05:35:04.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,Intersection of MOULTRIE ST and CORTLAND AVE,MOULTRIE ST,9.0,Bernal Heights,INGLESIDE,37.738957571169,-122.415992454793,Mobile/Open311
17598016,2023-11-27T17:19:14.000,2023-11-28T05:34:57.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1641 LA SALLE AVE, SAN FRANCISCO, CA, 94124",LA SALLE AVE,10.0,Bayview,BAYVIEW,37.73695135,-122.3897614,Mobile/Open311
